step,type,country,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,unusuallogin,Acct type,Date of transaction,Time of day,DayOfWeek,IsFraud,errorBalanceOrig,errorBalanceDest,origBalanceWiped,destBalanceUnchanged,amountToBalanceRatio,isHighRiskType,nameDestIsMerchant
2,PAYMENT,Brasil,8417.96,C31956291,9067.0,649.04,M876487258,0.0,0.0,17,Savings,2018-01-19,Night,5.0,0,-9.094947017729282e-13,-8417.96,0,1,0.9283149536832818,0,1
2,PAYMENT,Trinidad y Tobago,15470.9,C143239336,66146.0,50675.1,M254358847,0.0,0.0,7,Savings,2018-01-07,Night,7.0,0,0.0,-15470.9,0,1,0.23388664640875625,0,1
2,PAYMENT,Chile,3783.72,C1250950517,173135.98,169352.26,M388489274,0.0,0.0,6,Savings,2018-01-25,Night,4.0,0,0.0,-3783.72,0,1,0.021853910123648915,0,1
2,PAYMENT,Republica Dominicana,23147.49,C2141094945,169352.26,146204.77,M601520619,0.0,0.0,11,Savings,2018-01-03,Afternoon,3.0,0,-2.9103830456733704e-11,-23147.49,0,1,0.13668169127656593,0,1
2,PAYMENT,Brasil,1196.61,C1163157114,104851.0,103654.39,M167146668,0.0,0.0,1,Savings,2018-01-06,Morning,6.0,0,0.0,-1196.61,0,1,0.011412371723953763,0,1
2,PAYMENT,Brasil,4886.95,C40910225,10105.32,5218.37,M1541427914,0.0,0.0,6,Savings,2018-01-11,Morning,4.0,0,0.0,-4886.95,0,1,0.48355385540928847,0,1
2,PAYMENT,Brasil,10024.14,C1474155611,31756.0,21731.86,M779876279,0.0,0.0,14,Savings,2018-01-06,Morning,6.0,0,0.0,-10024.14,0,1,0.31565135245772585,0,1
2,PAYMENT,Colombia,7204.66,C1680479914,15425.0,8220.34,M1680794780,0.0,0.0,16,Savings,2018-01-16,Night,2.0,0,0.0,-7204.66,0,1,0.4670465447945028,0,1
2,PAYMENT,Brasil,764.8,C692763171,50823.0,50058.2,M1771084820,0.0,0.0,3,Savings,2018-01-19,Night,5.0,0,0.0,-764.8,0,1,0.015048008814733196,0,1
2,PAYMENT,Republica Dominicana,5910.1,C1564170442,474663.45,468753.35,M1310871029,0.0,0.0,2,Savings,2018-01-25,Afternoon,4.0,0,-5.820766091346741e-11,-5910.1,0,1,0.0124511115167778,0,1
2,PAYMENT,Guatemala,9877.48,C843410864,468753.35,458875.87,M1599612880,0.0,0.0,3,Savings,2018-01-03,Morning,3.0,0,0.0,-9877.48,0,1,0.021071761787383948,0,1
2,PAYMENT,Nicaragua,1477.91,C486715174,608724.0,607246.09,M66747889,0.0,0.0,8,Savings,2018-01-07,Night,7.0,0,0.0,-1477.91,0,1,0.0024278779415992445,0,1
2,PAYMENT,Brasil,3719.89,C1322907569,31284.0,27564.11,M756126725,0.0,0.0,9,Savings,2018-01-11,Morning,4.0,0,0.0,-3719.89,0,1,0.11890330829470992,0,1
2,PAYMENT,Guatemala,2396.83,C2029920330,20393.0,17996.17,M311487784,0.0,0.0,9,Savings,2018-01-03,Afternoon,3.0,0,0.0,-2396.83,0,1,0.11752623320584485,0,1
2,PAYMENT,Nicaragua,647.06,C1552445522,40822.0,40174.94,M1442707449,0.0,0.0,6,Savings,2018-01-07,Night,7.0,0,0.0,-647.06,0,1,0.01585037846312128,0,1
2,PAYMENT,Brasil,7734.86,C907080311,75003.27,67268.41,M208181619,0.0,0.0,11,Savings,2018-01-06,Morning,6.0,0,0.0,-7734.86,0,1,0.10312559538276952,0,1
2,PAYMENT,El Salvador,23938.64,C722764585,62989.77,39051.13,M1657218305,0.0,0.0,4,Savings,2018-01-10,Morning,3.0,0,0.0,-23938.64,0,1,0.38003409070884514,0,1
2,PAYMENT,Venezuela,9418.88,C210278405,39051.13,29632.24,M2010856706,0.0,0.0,20,Savings,2018-01-11,Morning,4.0,0,-0.00999999999839929,-9418.88,0,1,0.24118735648990208,0,1
2,PAYMENT,Brasil,11265.41,C2027549979,29632.24,18366.83,M602748972,0.0,0.0,19,Savings,2018-01-12,Afternoon,5.0,0,0.0,-11265.41,0,1,0.380161264849878,0,1
2,PAYMENT,Colombia,4944.69,C1924563758,17321.94,12377.25,M944826636,0.0,0.0,12,Savings,2018-01-16,Morning,2.0,0,0.0,-4944.69,0,1,0.28544173217710156,0,1
2,PAYMENT,Venezuela,2185.46,C1033850902,12377.25,10191.79,M2123492724,0.0,0.0,13,Savings,2018-01-19,Night,5.0,0,0.0,-2185.46,0,1,0.17655645991961708,0,1
2,PAYMENT,Australia,4235.51,C871461513,700054.99,695819.48,M252864198,0.0,0.0,9,Savings,2018-01-19,Afternoon,5.0,0,0.0,-4235.51,0,1,0.006050244638289575,0,1
2,PAYMENT,Australia,5374.49,C957608454,695819.48,690444.99,M65567135,0.0,0.0,4,Savings,2018-01-25,Afternoon,4.0,0,0.0,-5374.49,0,1,0.007723960639962767,0,1
2,PAYMENT,Banglades,3186.6,C993343057,690444.99,687258.39,M655180711,0.0,0.0,3,Savings,2018-01-03,Night,3.0,0,0.0,-3186.6,0,1,0.004615277727950885,0,1
2,PAYMENT,Indonesia,2390.56,C19400322,687258.39,684867.83,M1103934393,0.0,0.0,20,Savings,2018-01-05,Night,5.0,0,0.0,-2390.56,0,1,0.0034783955443664434,0,1
2,PAYMENT,India,20144.74,C1406763631,684867.83,664723.1,M512029640,0.0,0.0,16,Savings,2018-01-07,Afternoon,7.0,0,0.010000000009313226,-20144.74,0,1,0.029414012023295036,0,1
2,PAYMENT,Indonesia,16165.8,C1599728268,664723.1,648557.3,M2066533285,0.0,0.0,5,Savings,2018-01-06,Morning,6.0,0,1.1641532182693481e-10,-16165.8,0,1,0.024319563560280123,0,1
2,PAYMENT,China,9191.09,C1694102613,648557.3,639366.21,M1566200241,0.0,0.0,8,Savings,2018-01-06,Afternoon,6.0,0,-1.1641532182693481e-10,-9191.09,0,1,0.014171571006029835,0,1
2,PAYMENT,Japon,1338.19,C1304939804,639366.21,638028.02,M1353406178,0.0,0.0,12,Savings,2018-01-08,Afternoon,1.0,0,0.0,-1338.19,0,1,0.00209299128743246,0,1
2,PAYMENT,Nueva Zelanda,1360.43,C123721308,226486.0,225125.57,M222927891,0.0,0.0,11,Savings,2018-01-10,Morning,3.0,0,0.0,-1360.43,0,1,0.006006658218794015,0,1
2,PAYMENT,Kazajistan,3042.92,C753705711,46785.0,43742.08,M1121370413,0.0,0.0,9,Savings,2018-01-11,Afternoon,4.0,0,0.0,-3042.92,0,1,0.06503911426495106,0,1
2,PAYMENT,Pakistan,1216.72,C1907758892,11256.0,10039.28,M1487540468,0.0,0.0,15,Savings,2018-01-03,Night,3.0,0,0.0,-1216.72,0,1,0.10808563560451274,0,1
2,PAYMENT,India,5904.7,C1651251663,21692.0,15787.3,M1419958638,0.0,0.0,13,Savings,2018-01-11,Afternoon,4.0,0,0.0,-5904.7,0,1,0.27219379523348547,0,1
2,PAYMENT,Indonesia,6022.26,C1870812438,16073.82,10051.56,M766089249,0.0,0.0,5,Savings,2018-01-13,Afternoon,6.0,0,0.0,-6022.26,0,1,0.3746393427733561,0,1
2,PAYMENT,Turquia,11667.76,C457714879,459092.0,447424.24,M1713365029,0.0,0.0,19,Savings,2018-01-19,Night,5.0,0,0.0,-11667.76,0,1,0.025414807021670992,0,1
2,PAYMENT,China,2316.7,C118887511,48238.0,45921.3,M955153053,0.0,0.0,13,Savings,2018-01-25,Night,4.0,0,0.0,-2316.7,0,1,0.04802545658077489,0,1
2,PAYMENT,Australia,7049.83,C1654228203,69986.0,62936.17,M2065587797,0.0,0.0,17,Savings,2018-01-03,Afternoon,3.0,0,0.0,-7049.83,0,1,0.100730564247646,0,1
2,PAYMENT,Corea del Sur,2900.55,C734518153,498882.0,495981.45,M1201324747,0.0,0.0,15,Savings,2018-01-08,Morning,1.0,0,0.0,-2900.55,0,1,0.005814088674097935,0,1
2,PAYMENT,Kirguistan,12343.16,C1437977899,25198.0,12854.84,M1086017415,0.0,0.0,1,Savings,2018-01-10,Morning,3.0,0,0.0,-12343.16,0,1,0.4898273741021469,0,1
2,PAYMENT,China,11987.41,C361668462,31295.0,19307.59,M2054071421,0.0,0.0,20,Savings,2018-01-13,Morning,6.0,0,0.0,-11987.41,0,1,0.38303329498977506,0,1
2,PAYMENT,China,8048.16,C1677309282,40002.33,31954.17,M552260985,0.0,0.0,4,Savings,2018-01-25,Night,4.0,0,-3.637978807091713e-12,-8048.16,0,1,0.2011872511613408,0,1
2,PAYMENT,Indonesia,4592.82,C1573349881,383449.0,378856.18,M453940999,0.0,0.0,19,Savings,2018-01-10,Night,3.0,0,0.0,-4592.82,0,1,0.01197762420133003,0,1
2,PAYMENT,Arabia Saudi,5536.65,C1322341191,20258.0,14721.35,M1768142988,0.0,0.0,5,Savings,2018-01-16,Night,2.0,0,0.0,-5536.65,0,1,0.27329335110321334,0,1
2,PAYMENT,Arabia Saudi,205.26,C275448142,21335.0,21129.74,M1681423383,0.0,0.0,3,Savings,2018-01-25,Afternoon,4.0,0,0.0,-205.26,0,1,0.009620359955005623,0,1
2,PAYMENT,China,10375.5,C2083951216,73405.0,63029.5,M167275971,0.0,0.0,20,Savings,2018-01-03,Morning,3.0,0,0.0,-10375.5,0,1,0.14134403182301175,0,1
2,PAYMENT,India,1760.56,C1104243907,20132.0,18371.44,M1714317354,0.0,0.0,16,Savings,2018-01-05,Afternoon,5.0,0,0.0,-1760.56,0,1,0.08744648090200169,0,1
2,PAYMENT,Filipinas,7656.3,C776192909,20116.0,12459.7,M1688151539,0.0,0.0,12,Savings,2018-01-07,Afternoon,7.0,0,0.0,-7656.3,0,1,0.38058855694189,0,1
2,PAYMENT,Iran,9627.9,C876600793,24536.0,14908.1,M733693146,0.0,0.0,20,Savings,2018-01-19,Night,5.0,0,0.0,-9627.9,0,1,0.3923829318987651,0,1
2,PAYMENT,India,13330.81,C796969849,32586.0,19255.19,M1209462308,0.0,0.0,3,Savings,2018-01-25,Afternoon,4.0,0,-3.637978807091713e-12,-13330.81,0,1,0.4090836836775401,0,1
2,PAYMENT,India,9677.36,C34419690,355127.0,345449.64,M1935751909,0.0,0.0,19,Savings,2018-01-03,Morning,3.0,0,0.0,-9677.36,0,1,0.02725034353810457,0,1
2,PAYMENT,Indonesia,10554.67,C884868698,52743.0,42188.33,M1905229914,0.0,0.0,18,Savings,2018-01-06,Afternoon,6.0,0,0.0,-10554.67,0,1,0.20011129227969057,0,1
2,PAYMENT,India,2929.78,C235532726,26009.0,23079.22,M1434151479,0.0,0.0,5,Savings,2018-01-06,Afternoon,6.0,0,0.0,-2929.78,0,1,0.112640522875817,0,1
2,PAYMENT,Brasil,3738.26,C224468764,32426.0,28687.74,M1328349514,0.0,0.0,1,Savings,2018-01-03,Afternoon,3.0,0,3.637978807091713e-12,-3738.26,0,1,0.11528232645634812,0,1
2,PAYMENT,Argentina,3779.27,C496556704,125959.0,122179.73,M1890097328,0.0,0.0,1,Savings,2018-01-08,Morning,1.0,0,0.0,-3779.27,0,1,0.03000373134328358,0,1
2,PAYMENT,El Salvador,4296.12,C1412655478,12967.76,8671.64,M254145674,0.0,0.0,10,Savings,2018-01-10,Morning,3.0,0,0.0,-4296.12,0,1,0.3312668289026861,0,1
2,PAYMENT,Cuba,9059.91,C998015174,29303.0,20243.09,M992893965,0.0,0.0,9,Savings,2018-01-11,Morning,4.0,0,0.0,-9059.91,0,1,0.3091697379197379,0,1
2,PAYMENT,Guatemala,9264.89,C194838923,45184.0,35919.11,M1117448897,0.0,0.0,13,Savings,2018-01-13,Morning,6.0,0,0.0,-9264.89,0,1,0.20504348788314705,0,1
2,PAYMENT,Peru,12956.39,C104136534,23244.03,10287.64,M1716661933,0.0,0.0,3,Savings,2018-01-03,Morning,3.0,0,0.0,-12956.39,0,1,0.5573832341795214,0,1
2,PAYMENT,Guatemala,4054.4,C1514687713,10287.64,6233.24,M244430068,0.0,0.0,3,Savings,2018-01-05,Morning,5.0,0,0.0,-4054.4,0,1,0.39406568798208513,0,1
2,PAYMENT,Guatemala,2688.02,C805184575,11953.0,9264.98,M1487814699,0.0,0.0,18,Savings,2018-01-07,Morning,7.0,0,0.0,-2688.02,0,1,0.22486364396854608,0,1
2,PAYMENT,Nicaragua,183.35,C1083777179,72857.0,72673.65,M1135348328,0.0,0.0,8,Savings,2018-01-06,Afternoon,6.0,0,0.0,-183.35,0,1,0.0025165390211095554,0,1
2,PAYMENT,Brasil,6142.72,C1044174590,51302.0,45159.28,M501244955,0.0,0.0,1,Savings,2018-01-08,Morning,1.0,0,0.0,-6142.72,0,1,0.11973412860846344,0,1
2,PAYMENT,Republica Dominicana,15025.01,C1756837032,41674.0,26648.99,M440815523,0.0,0.0,20,Savings,2018-01-09,Night,2.0,0,3.637978807091713e-12,-15025.01,0,1,0.36052813437312536,0,1
2,PAYMENT,El Salvador,3181.52,C227080339,199113.92,195932.4,M630949334,0.0,0.0,18,Savings,2018-01-11,Morning,4.0,0,-2.9103830456733704e-11,-3181.52,0,1,0.015978310414910143,0,1
2,PAYMENT,China,688.58,C1217347025,51384.0,50695.42,M34150451,0.0,0.0,20,Savings,2018-01-13,Night,6.0,0,0.0,-688.58,0,1,0.013400408679575752,0,1
2,PAYMENT,India,6601.34,C2134194703,100140.0,93538.66,M2124562732,0.0,0.0,6,Savings,2018-01-03,Night,3.0,0,0.0,-6601.34,0,1,0.06592045216245095,0,1
2,PAYMENT,Filipinas,17925.91,C1182469998,777840.38,759914.47,M1195473402,0.0,0.0,9,Savings,2018-01-06,Afternoon,6.0,0,0.0,-17925.91,0,1,0.023045714024625432,0,1
2,PAYMENT,Filipinas,956.17,C1108136194,759914.47,758958.3,M209667159,0.0,0.0,4,Savings,2018-01-06,Afternoon,6.0,0,1.1641532182693481e-10,-956.17,0,1,0.0012582583691841409,0,1
2,PAYMENT,Nueva Zelanda,7663.4,C316746441,758958.3,751294.9,M1579356102,0.0,0.0,5,Savings,2018-01-08,Afternoon,1.0,0,0.0,-7663.4,0,1,0.01009724763897089,0,1
2,PAYMENT,Australia,25704.52,C2055422401,751294.9,725590.38,M212397882,0.0,0.0,15,Savings,2018-01-09,Morning,2.0,0,0.0,-25704.52,0,1,0.03421357683437378,0,1
2,PAYMENT,Papua Nueva Guinea,3453.72,C386153220,725590.38,722136.67,M1361009437,0.0,0.0,5,Savings,2018-01-10,Afternoon,3.0,0,0.010000000009313226,-3453.72,0,1,0.004759869115313911,0,1
2,PAYMENT,Japon,562.14,C837981622,722136.67,721574.53,M2053668237,0.0,0.0,6,Savings,2018-01-11,Afternoon,4.0,0,0.0,-562.14,0,1,0.000778438825937442,0,1
2,PAYMENT,China,735.15,C1108651663,688115.13,687379.98,M2074687317,0.0,0.0,12,Savings,2018-01-13,Night,6.0,0,0.0,-735.15,0,1,0.0010683516458188532,0,1
6,PAYMENT,Australia,11192.72,C1336420731,104417.0,93224.28,M1715781109,0.0,0.0,19,Savings,2018-01-06,Morning,6.0,0,0.0,-11192.72,0,1,0.10719148039610028,0,1
6,PAYMENT,Afganistan,18540.96,C332357514,20939.0,2398.04,M2090770896,0.0,0.0,12,Savings,2018-01-08,Morning,1.0,0,-9.094947017729282e-13,-18540.96,0,1,0.885432664756447,0,1
6,PAYMENT,Filipinas,32012.74,C1928572105,388356.0,356343.26,M832248951,0.0,0.0,17,Savings,2018-01-09,Night,2.0,0,0.0,-32012.74,0,1,0.0824312166382993,0,1
6,PAYMENT,Australia,30042.12,C1050867502,116420.0,86377.88,M1471364137,0.0,0.0,4,Savings,2018-01-11,Morning,4.0,0,0.0,-30042.12,0,1,0.25804725951503593,0,1
6,PAYMENT,India,8191.6,C1621854559,14584.0,6392.4,M694103323,0.0,0.0,12,Savings,2018-01-19,Morning,5.0,0,0.0,-8191.6,0,1,0.5616455262255743,0,1
6,PAYMENT,Malasia,3648.44,C1694587465,9984.0,6335.56,M1155566202,0.0,0.0,11,Savings,2018-01-25,Night,4.0,0,9.094947017729282e-13,-3648.44,0,1,0.3653920881321983,0,1
6,PAYMENT,India,21248.82,C397284309,31686.0,10437.18,M1777591638,0.0,0.0,7,Savings,2018-01-06,Afternoon,6.0,0,0.0,-21248.82,0,1,0.6705847824028781,0,1
6,PAYMENT,Filipinas,1936.85,C515495578,10437.18,8500.33,M911284082,0.0,0.0,14,Savings,2018-01-06,Afternoon,6.0,0,0.0,-1936.85,0,1,0.18555437825368024,0,1
6,PAYMENT,Australia,7302.26,C739574607,20869.0,13566.74,M1135930380,0.0,0.0,2,Savings,2018-01-10,Night,3.0,0,0.0,-7302.26,0,1,0.3498926689027312,0,1
6,PAYMENT,Australia,5815.23,C1517223475,23701.0,17885.77,M1046396414,0.0,0.0,17,Savings,2018-01-12,Afternoon,5.0,0,0.0,-5815.23,0,1,0.24534764998734282,0,1
6,PAYMENT,India,25765.4,C67053257,198066.0,172300.6,M785240035,0.0,0.0,9,Savings,2018-01-16,Afternoon,2.0,0,0.0,-25765.4,0,1,0.13008426441557655,0,1
6,PAYMENT,India,5655.12,C1706505865,19715.0,14059.88,M541568490,0.0,0.0,11,Savings,2018-01-19,Afternoon,5.0,0,-1.8189894035458565e-12,-5655.12,0,1,0.2868289713937918,0,1
6,PAYMENT,Australia,565.14,C1525943877,14059.88,13494.74,M436625455,0.0,0.0,6,Savings,2018-01-25,Night,4.0,0,0.0,-565.14,0,1,0.040192363493607795,0,1
6,PAYMENT,China,243.62,C554723402,12094.0,11850.38,M138306399,0.0,0.0,17,Savings,2018-01-05,Afternoon,5.0,0,0.0,-243.62,0,1,0.020142207523770154,0,1
6,PAYMENT,Myanmar (Birmania),7712.64,C102564126,26720.0,19007.36,M995529850,0.0,0.0,8,Savings,2018-01-07,Morning,7.0,0,0.0,-7712.64,0,1,0.2886359043448973,0,1
6,PAYMENT,Filipinas,20123.79,C209890594,371618.0,351494.21,M66588044,0.0,0.0,19,Savings,2018-01-06,Night,6.0,0,0.0,-20123.79,0,1,0.05415167146997328,0,1
6,PAYMENT,Indonesia,12703.55,C758843768,25403.0,12699.45,M96865288,0.0,0.0,9,Savings,2018-01-08,Morning,1.0,0,0.0,-12703.55,0,1,0.5000610140135412,0,1
6,PAYMENT,Indonesia,8481.77,C427645575,22321.0,13839.23,M320706431,0.0,0.0,20,Savings,2018-01-16,Afternoon,2.0,0,0.0,-8481.77,0,1,0.3799735686766419,0,1
6,PAYMENT,Myanmar (Birmania),9270.64,C1138107948,33725.0,24454.36,M1579775434,0.0,0.0,5,Savings,2018-01-03,Night,3.0,0,0.0,-9270.64,0,1,0.27488110063452525,0,1
6,PAYMENT,China,5912.08,C953107607,6093.0,180.92,M2068191651,0.0,0.0,8,Savings,2018-01-05,Afternoon,5.0,0,-8.526512829121202e-14,-5912.08,0,1,0.9701476862487692,0,1
6,PAYMENT,Francia,20667.76,C1433070882,30880.0,10212.24,M1470726905,0.0,0.0,4,Savings,2018-01-09,Afternoon,2.0,0,-1.8189894035458565e-12,-20667.76,0,1,0.6692710728279524,0,1
6,PAYMENT,Francia,1143.34,C434635189,21890.0,20746.66,M38659643,0.0,0.0,7,Savings,2018-01-11,Afternoon,4.0,0,0.0,-1143.34,0,1,0.05222876981407884,0,1
6,PAYMENT,Francia,3494.07,C164365573,30921.0,27426.93,M1683834425,0.0,0.0,2,Savings,2018-01-13,Afternoon,6.0,0,0.0,-3494.07,0,1,0.11299624862557403,0,1
6,PAYMENT,Francia,8534.32,C149816309,10845.0,2310.68,M1523843460,0.0,0.0,19,Savings,2018-01-16,Afternoon,2.0,0,-4.547473508864641e-13,-8534.32,0,1,0.7868633597639683,0,1
6,PAYMENT,Alemania,18557.06,C475249993,18956.0,398.94,M378838522,0.0,0.0,19,Savings,2018-01-06,Afternoon,6.0,0,1.3073986337985843e-12,-18557.06,0,1,0.9789027799757346,0,1
6,PAYMENT,Francia,19914.62,C225273918,147930.0,128015.38,M1120917396,0.0,0.0,2,Savings,2018-01-06,Night,6.0,0,0.0,-19914.62,0,1,0.13462100573916216,0,1
6,PAYMENT,Italia,21287.77,C1736826640,70528.0,49240.23,M340017397,0.0,0.0,12,Savings,2018-01-11,Morning,4.0,0,7.275957614183426e-12,-21287.77,0,1,0.30183002736463016,0,1
6,PAYMENT,Paises Bajos,7235.23,C265722243,11350.0,4114.77,M574790161,0.0,0.0,4,Savings,2018-01-16,Night,2.0,0,0.0,-7235.23,0,1,0.6374090388512025,0,1
6,PAYMENT,Brasil,22187.74,C502296269,29962.0,7774.26,M1469217737,0.0,0.0,4,Savings,2018-01-05,Afternoon,5.0,0,1.8189894035458565e-12,-22187.74,0,1,0.7405046223675867,0,1
6,PAYMENT,Brasil,25089.97,C842988286,30409.0,5319.03,M853264965,0.0,0.0,4,Savings,2018-01-07,Night,7.0,0,9.094947017729282e-13,-25089.97,0,1,0.8250565603419928,0,1
6,PAYMENT,Brasil,4147.08,C750996693,99001.0,94853.92,M1749755575,0.0,0.0,2,Savings,2018-01-06,Morning,6.0,0,0.0,-4147.08,0,1,0.04188885073028828,0,1
6,PAYMENT,Guatemala,8912.09,C429018901,21388.0,12475.91,M1645449962,0.0,0.0,3,Savings,2018-01-09,Morning,2.0,0,0.0,-8912.09,0,1,0.4166669783533592,0,1
6,PAYMENT,Brasil,10019.61,C894584137,16915.0,6895.39,M602694575,0.0,0.0,3,Savings,2018-01-10,Afternoon,3.0,0,9.094947017729282e-13,-10019.61,0,1,0.5923155592338615,0,1
6,PAYMENT,Honduras,21033.18,C671967776,325867.0,304833.82,M1459038473,0.0,0.0,16,Savings,2018-01-11,Night,4.0,0,0.0,-21033.18,0,1,0.0645450918776928,0,1
6,PAYMENT,Haiti,12174.55,C1898469011,30037.0,17862.45,M832152066,0.0,0.0,14,Savings,2018-01-12,Afternoon,5.0,0,0.0,-12174.55,0,1,0.4053049470670484,0,1
6,PAYMENT,Francia,1161.92,C534798335,53009.0,51847.08,M1845590352,0.0,0.0,10,Savings,2018-01-03,Afternoon,3.0,0,0.0,-1161.92,0,1,0.021918883229579324,0,1
6,PAYMENT,Alemania,8567.57,C1920554683,90854.0,82286.43,M1878782124,0.0,0.0,1,Savings,2018-01-07,Morning,7.0,0,0.0,-8567.57,0,1,0.09429937812998734,0,1
6,PAYMENT,Espana,29426.86,C462349981,100614.0,71187.14,M725617616,0.0,0.0,14,Savings,2018-01-06,Morning,6.0,0,0.0,-29426.86,0,1,0.29246991005317297,0,1
6,PAYMENT,Alemania,22020.95,C265202525,72916.0,50895.05,M2034523899,0.0,0.0,18,Savings,2018-01-08,Morning,1.0,0,0.0,-22020.95,0,1,0.30200021942756833,0,1
6,PAYMENT,Reino Unido,9557.31,C530681735,216577.0,207019.69,M496751062,0.0,0.0,11,Savings,2018-01-11,Morning,4.0,0,0.0,-9557.31,0,1,0.04412872036864317,0,1
6,PAYMENT,Guatemala,9474.34,C754932387,22435.0,12960.66,M190920427,0.0,0.0,15,Savings,2018-01-10,Night,3.0,0,0.0,-9474.34,0,1,0.42228293813513995,0,1
6,PAYMENT,Brasil,25691.16,C904927065,43605.0,17913.84,M803904123,0.0,0.0,18,Savings,2018-01-19,Afternoon,5.0,0,0.0,-25691.16,0,1,0.5891657111406687,0,1
6,PAYMENT,Brasil,11971.97,C715160960,141440.0,129468.03,M1774316039,0.0,0.0,6,Savings,2018-01-25,Night,4.0,0,0.0,-11971.97,0,1,0.08464285461782652,0,1
6,PAYMENT,Republica Dominicana,4357.61,C1193744863,40222.0,35864.39,M1559898821,0.0,0.0,18,Savings,2018-01-06,Morning,6.0,0,0.0,-4357.61,0,1,0.10833627526539541,0,1
6,PAYMENT,Republica Democratica del Congo,1667.26,C1590075830,31035.0,29367.74,M1073819729,0.0,0.0,16,Savings,2018-01-16,Morning,2.0,0,0.0,-1667.26,0,1,0.0537201959015337,0,1
6,PAYMENT,Nigeria,669.31,C1911725457,10378.0,9708.69,M1631826609,0.0,0.0,7,Savings,2018-01-19,Morning,5.0,0,0.0,-669.31,0,1,0.0644869447923692,0,1
6,PAYMENT,Kenia,4204.86,C174285886,9708.69,5503.83,M1126780571,0.0,0.0,15,Savings,2018-01-25,Night,4.0,0,-9.094947017729282e-13,-4204.86,0,1,0.43305810999115313,0,1
6,PAYMENT,Polonia,21695.54,C88764150,79440.0,57744.46,M1551109210,0.0,0.0,2,Savings,2018-01-07,Morning,7.0,0,0.0,-21695.54,0,1,0.27310255409675105,0,1
6,PAYMENT,Alemania,4315.05,C1328537405,4329.38,14.33,M219679073,0.0,0.0,19,Savings,2018-01-16,Morning,2.0,0,7.283063041541027e-14,-4315.05,0,1,0.996459894974575,0,1
6,PAYMENT,Alemania,5023.42,C1257745445,25574.0,20550.58,M228035257,0.0,0.0,16,Savings,2018-01-19,Night,5.0,0,0.0,-5023.42,0,1,0.19641915933528836,0,1
6,PAYMENT,Reino Unido,13737.03,C140736469,687467.0,673729.97,M141697265,0.0,0.0,9,Savings,2018-01-05,Afternoon,5.0,0,0.0,-13737.03,0,1,0.019982064619735028,0,1
6,PAYMENT,Italia,30269.19,C2006552231,67241.0,36971.81,M623742454,0.0,0.0,1,Savings,2018-01-07,Afternoon,7.0,0,0.0,-30269.19,0,1,0.4501530293566521,0,1
6,PAYMENT,Alemania,6742.04,C1195776473,26102.0,19359.96,M12279709,0.0,0.0,13,Savings,2018-01-10,Afternoon,3.0,0,0.0,-6742.04,0,1,0.2582860207638969,0,1
6,PAYMENT,Francia,23869.55,C958267004,61978.0,38108.45,M1881996254,0.0,0.0,7,Savings,2018-01-11,Night,4.0,0,0.0,-23869.55,0,1,0.3851231868858807,0,1
6,PAYMENT,Francia,7193.03,C192329688,21448.0,14254.97,M471031651,0.0,0.0,12,Savings,2018-01-16,Morning,2.0,0,-1.8189894035458565e-12,-7193.03,0,1,0.3353550282064432,0,1
6,PAYMENT,Paises Bajos,4218.37,C1972738828,11343.86,7125.49,M894735295,0.0,0.0,8,Savings,2018-01-03,Night,3.0,0,-9.094947017729282e-13,-4218.37,0,1,0.37183094370490244,0,1
6,PAYMENT,Polonia,28369.96,C1315209017,66292.0,37922.04,M2004981696,0.0,0.0,8,Savings,2018-01-10,Afternoon,3.0,0,0.0,-28369.96,0,1,0.4279480488136002,0,1
6,PAYMENT,Francia,7771.86,C806005031,24428.0,16656.14,M262217690,0.0,0.0,1,Savings,2018-01-06,Afternoon,6.0,0,0.0,-7771.86,0,1,0.31814073437308116,0,1
6,PAYMENT,Reino Unido,3249.87,C618785034,262048.0,258798.13,M2106922602,0.0,0.0,12,Savings,2018-01-06,Morning,6.0,0,0.0,-3249.87,0,1,0.012401764555483898,0,1
6,PAYMENT,Italia,24487.72,C414440302,31038.0,6550.28,M535517293,0.0,0.0,20,Savings,2018-01-08,Morning,1.0,0,9.094947017729282e-13,-24487.72,0,1,0.7889339218402656,0,1
6,PAYMENT,Alemania,9976.7,C879319843,47870.0,37893.3,M1629105538,0.0,0.0,18,Savings,2018-01-09,Morning,2.0,0,0.0,-9976.7,0,1,0.20840801320214744,0,1
6,PAYMENT,Alemania,11637.06,C741767653,50070.0,38432.94,M1106513402,0.0,0.0,14,Savings,2018-01-12,Afternoon,5.0,0,0.0,-11637.06,0,1,0.23241117612989554,0,1
6,PAYMENT,Suecia,23224.89,C1557602018,30779.0,7554.11,M1034769247,0.0,0.0,4,Savings,2018-01-16,Morning,2.0,0,-9.094947017729282e-13,-23224.89,0,1,0.7545448343079921,0,1
6,PAYMENT,Nicaragua,1814.72,C618804572,21216.0,19401.28,M427006214,0.0,0.0,12,Savings,2018-01-13,Afternoon,6.0,0,0.0,-1814.72,0,1,0.08553141348918321,0,1
6,PAYMENT,Brasil,2896.73,C264146899,652443.04,649546.31,M447899837,0.0,0.0,1,Savings,2018-01-13,Afternoon,6.0,0,0.0,-2896.73,0,1,0.004439813719503055,0,1
